added_date,estimated_duration,start_date,end_date,real_duration,returns,software,dev,squad,client,status
2018-06-01,13,2018-07-17,2018-07-23,5,1,E,Maria Eduarda,Kappa,Nogueira Lopes S/A,Concluído
2018-06-01,19,2018-06-27,2018-07-20,18,1,E,Ana Clara,Kappa,Cunha S/A,Concluído
2018-06-01,1,2018-07-27,2018-07-27,1,3,C,Mirella,Epsilon,da Conceição - EI,Concluído
2018-06-01,6,2018-06-08,2018-06-14,5,2,D,Lara,Kappa,Lopes Moura S/A,Concluído
2018-06-01,8,2018-07-05,2018-07-12,6,3,F,Mirella,Epsilon,Campos e Filhos,Concluído
2018-06-01,2,2018-07-05,2018-07-06,2,1,D,Agatha,Kappa,Silveira Nunes - EI,Concluído
2018-06-01,12,2018-08-30,2018-09-14,12,0,B,Helena,Theta,Vieira,Concluído
2018-06-01,5,2018-07-19,2018-07-25,5,0,A,Valentina,Theta,Rezende,Concluído
2018-06-01,10,2018-07-17,2018-07-27,9,0,C,Valentina,Epsilon,Barbosa - EI,Concluído
2018-06-01,13,2018-06-05,2018-06-21,13,0,E,Agatha,Theta,da Rosa,Concluído
2018-06-01,18,2018-08-10,2018-08-24,11,0,B,Helena,Epsilon,Santos Rodrigues S.A.,Concluído
2018-06-04,1,2018-08-30,2018-08-30,1,1,B,Mirella,Theta,Farias,Concluído
2018-06-04,16,2018-07-13,2018-07-27,11,0,E,Valentina,Theta,das Neves da Rocha e Filhos,Concluído
2018-06-04,13,2018-06-25,2018-07-06,10,0,G,Mirella,Kappa,Oliveira,Concluído
2018-06-04,19,2018-07-18,2018-08-07,15,0,A,Lara,Kappa,Silveira,Concluído
2018-06-04,12,2018-06-15,2018-07-02,12,2,B,Agatha,Kappa,da Cruz Farias - ME,Concluído
2018-06-04,20,2018-06-19,2018-07-12,18,1,D,Maria Eduarda,Kappa,Rocha Porto - ME,Concluído
2018-06-05,8,2018-06-22,2018-07-03,8,0,E,Emanuelly,Epsilon,Farias,Concluído
2018-06-05,10,2018-08-02,2018-08-13,8,2,E,Helena,Kappa,Barros,Concluído
2018-06-05,12,2018-08-15,2018-08-28,10,0,E,Agatha,Epsilon,Silva e Filhos,Concluído
2018-06-06,13,2018-06-25,2018-07-05,9,0,G,Lara,Theta,Pereira Aragão - ME,Concluído
2018-06-06,13,2018-08-29,2018-09-04,5,0,F,Agatha,Kappa,Cardoso,Concluído
2018-06-07,17,2018-08-03,2018-08-14,8,0,C,Maria Eduarda,Kappa,Ribeiro - ME,Concluído
2018-06-07,11,2018-06-21,2018-06-27,5,0,D,Emanuelly,Epsilon,Barbosa - ME,Concluído
2018-06-07,1,2018-07-06,2018-07-06,1,0,D,Maria Eduarda,Epsilon,Costa,Concluído
2018-06-08,2,2018-08-29,2018-08-30,2,3,F,Emanuelly,Kappa,Barbosa - EI,Concluído
2018-06-08,16,2018-08-10,2018-08-22,9,0,B,Carolina,Theta,Vieira,Concluído
2018-06-08,2,2018-07-20,2018-07-20,1,1,C,Helena,Chi,Vieira,Concluído
2018-06-08,1,2018-07-20,2018-07-20,1,0,C,Mirella,Epsilon,Rezende Ltda.,Concluído
2018-06-08,17,2018-09-04,2018-09-18,11,0,B,Ana Clara,Kappa,Dias,Concluído
2018-06-08,4,2018-06-18,2018-06-22,5,0,C,Valentina,Kappa,das Neves - ME,Concluído
2018-06-08,8,2018-08-08,2018-08-14,5,2,B,Helena,Kappa,Oliveira,Concluído
2018-06-08,18,2018-08-24,2018-09-13,15,0,G,Helena,Kappa,Monteiro Ltda.,Concluído
2018-06-08,8,2018-08-17,2018-08-29,9,0,G,Brenda,Kappa,Moura,Concluído
2018-06-08,9,2018-07-27,2018-08-01,4,0,A,Brenda,Kappa,Nunes,Concluído
2018-06-11,18,2018-06-20,2018-07-09,14,0,E,Maria Eduarda,Theta,da Cruz,Concluído
2018-06-11,19,2018-09-03,2018-09-26,18,2,D,Mirella,Theta,Viana da Rocha S/A,Concluído
2018-06-11,11,2018-07-23,2018-08-03,10,0,B,Mirella,Kappa,da Cruz da Conceição Ltda.,Concluído
2018-06-11,16,2018-07-10,2018-07-27,14,0,E,Brenda,Kappa,Rocha,Concluído
2018-06-12,9,2018-08-24,2018-09-05,9,2,D,Mirella,Chi,Santos S.A.,Concluído
2018-06-13,14,2018-07-05,2018-07-18,10,0,D,Lara,Kappa,Silveira Mendes S.A.,Concluído
2018-06-13,18,2018-07-13,2018-08-03,16,1,B,Maria Eduarda,Epsilon,Silva e Filhos,Concluído
2018-06-13,12,2018-07-11,2018-07-27,13,0,A,Brenda,Kappa,Costa,Concluído
2018-06-14,5,2018-08-31,2018-09-04,3,0,E,Brenda,Epsilon,da Paz Moreira - EI,Concluído
2018-06-14,3,2018-08-09,2018-08-10,2,0,G,Helena,Kappa,Azevedo,Concluído
2018-06-14,18,2018-08-24,2018-09-14,16,0,F,Agatha,Epsilon,Silva,Concluído
2018-06-15,16,2018-07-16,2018-07-27,10,3,C,Ana Clara,Kappa,Pereira Oliveira S.A.,Concluído
2018-06-15,10,2018-07-02,2018-07-13,10,2,G,Ana Clara,Kappa,Costa,Concluído
2018-06-15,18,2018-09-12,2018-09-28,13,0,G,Valentina,Kappa,Campos - ME,Concluído
2018-06-15,1,2018-07-04,2018-07-04,1,0,B,Valentina,Theta,Santos S.A.,Concluído
2018-06-15,19,2018-07-13,2018-07-20,6,1,A,Ana Clara,Epsilon,Araújo,Concluído
2018-06-15,5,2018-07-05,2018-07-09,3,1,A,Emanuelly,Zeta,da Cunha,Concluído
2018-06-15,19,2018-07-04,2018-07-31,20,0,F,Emanuelly,Zeta,Silveira,Concluído
2018-06-15,6,2018-06-29,2018-07-04,4,0,G,Emanuelly,Epsilon,Araújo,Concluído
2018-06-15,9,2018-07-10,2018-07-13,4,0,B,Brenda,Chi,Monteiro,Concluído
2018-06-15,17,2018-09-06,2018-09-26,15,1,D,Helena,Epsilon,Silveira,Concluído
2018-06-18,19,2018-07-04,2018-07-17,10,1,B,Carolina,Kappa,Martins - EI,Concluído
2018-06-18,17,2018-08-31,2018-09-12,9,2,C,Valentina,Kappa,Fogaça Cardoso e Filhos,Concluído
2018-06-18,16,2018-07-25,2018-08-02,7,0,G,Emanuelly,Epsilon,Vieira,Concluído
2018-06-19,2,2018-08-14,2018-08-15,2,0,D,Mirella,Epsilon,Alves,Concluído
2018-06-19,16,2018-06-22,2018-07-13,16,0,E,Mirella,Chi,Martins - EI,Concluído
2018-06-19,4,2018-06-21,2018-06-22,2,0,G,Ana Clara,Kappa,Nascimento,Concluído
2018-06-20,8,2018-08-14,2018-08-17,4,0,F,Lara,Epsilon,Barbosa - ME,Concluído
2018-06-20,11,2018-07-23,2018-07-27,5,2,F,Ana Clara,Epsilon,da Cruz,Concluído
2018-06-21,6,2018-07-06,2018-07-11,4,1,F,Valentina,Epsilon,Ribeiro,Concluído
2018-06-21,9,2018-07-20,2018-07-27,6,0,B,Ana Clara,Epsilon,Santos,Concluído
2018-06-21,19,2018-09-11,2018-09-28,14,1,G,Lara,Theta,Silva,Concluído
2018-06-21,11,2018-08-14,2018-08-24,9,0,D,Lara,Kappa,Campos Rezende - ME,Concluído
2018-06-21,4,2018-08-10,2018-08-14,3,0,C,Valentina,Kappa,Gonçalves da Cunha S/A,Concluído
2018-06-21,10,2018-08-15,2018-08-24,8,0,D,Brenda,Epsilon,Campos Rezende - ME,Concluído
2018-06-21,6,2018-09-04,2018-09-10,5,2,C,Agatha,Kappa,da Rocha,Concluído
2018-06-21,10,2018-09-06,2018-09-12,5,0,B,Brenda,Kappa,Silveira Nunes - EI,Concluído
2018-06-22,11,2018-08-16,2018-08-22,5,0,G,Helena,Kappa,da Rosa,Concluído
2018-06-22,12,2018-09-21,2018-10-05,11,1,B,Helena,Epsilon,Nogueira,Concluído
2018-06-22,7,2018-09-11,2018-09-20,8,0,G,Valentina,Theta,Santos S.A.,Concluído
2018-06-22,6,2018-09-14,2018-09-20,5,0,G,Carolina,Epsilon,Nascimento,Concluído
2018-06-22,19,2018-08-07,2018-08-31,19,0,F,Carolina,Kappa,Farias,Concluído
2018-06-22,2,2018-06-22,2018-06-22,1,0,G,Carolina,Kappa,Vieira,Concluído
2018-06-22,12,2018-08-03,2018-08-20,12,0,G,Carolina,Kappa,Silva,Concluído
2018-06-22,12,2018-09-13,2018-09-28,12,0,G,Helena,Theta,Viana da Rocha S/A,Concluído
2018-06-22,1,2018-06-26,2018-06-26,1,1,G,Emanuelly,Theta,Ferreira,Concluído
2018-06-22,20,2018-08-24,2018-09-07,11,0,F,Helena,Theta,Jesus Costa e Filhos,Concluído
2018-06-22,12,2018-09-10,2018-09-26,13,2,C,Mirella,Theta,Barbosa - ME,Concluído
2018-06-22,2,2018-08-10,2018-08-14,3,0,D,Agatha,Zeta,Dias da Luz S.A.,Concluído
2018-06-22,17,2018-08-31,2018-09-18,13,1,B,Helena,Epsilon,Sales,Concluído
2018-06-22,10,2018-07-18,2018-07-27,8,2,A,Agatha,Epsilon,da Rosa,Concluído
2018-06-25,12,2018-07-03,2018-07-17,11,0,E,Lara,Kappa,Costa,Concluído
2018-06-25,7,2018-09-10,2018-09-13,4,0,E,Valentina,Kappa,da Cruz,Concluído
2018-06-25,13,2018-08-17,2018-09-04,13,2,C,Ana Clara,Kappa,Santos Gomes - ME,Concluído
2018-06-25,8,2018-07-13,2018-07-20,6,1,B,Emanuelly,Theta,Peixoto,Concluído
2018-06-25,3,2018-07-05,2018-07-06,2,0,G,Emanuelly,Epsilon,Pinto,Concluído
2018-06-26,8,2018-07-20,2018-08-01,9,0,B,Maria Eduarda,Theta,Alves,Concluído
2018-06-26,8,2018-07-25,2018-08-03,8,0,G,Lara,Kappa,Martins e Filhos,Concluído
2018-06-26,12,2018-09-07,2018-09-21,11,0,A,Valentina,Epsilon,Cunha,Concluído
2018-06-26,10,2018-07-06,2018-07-16,7,3,F,Emanuelly,Kappa,Freitas,Concluído
2018-06-27,4,2018-09-04,2018-09-07,4,1,C,Emanuelly,Kappa,Costa S/A,Concluído
2018-06-27,14,2018-07-27,2018-08-03,6,1,A,Lara,Kappa,Ferreira,Concluído
2018-06-27,5,2018-08-24,2018-08-24,1,0,B,Agatha,Chi,Barros,Concluído
2018-06-27,5,2018-07-03,2018-07-06,4,1,D,Mirella,Chi,Correia,Concluído
2018-06-27,15,2018-09-14,2018-09-24,7,1,B,Brenda,Kappa,Cardoso,Concluído
2018-06-28,10,2018-09-10,2018-09-17,6,1,A,Carolina,Kappa,Jesus,Concluído
2018-06-28,11,2018-07-31,2018-08-14,11,0,E,Ana Clara,Theta,Jesus Costa e Filhos,Concluído
2018-06-28,10,2018-08-31,2018-09-11,8,0,G,Brenda,Epsilon,Rocha,Concluído
2018-06-28,12,2018-07-11,2018-07-27,13,1,F,Valentina,Theta,Ferreira,Concluído
2018-06-29,14,2018-09-21,2018-09-28,6,0,C,Maria Eduarda,Kappa,Fernandes,Concluído
2018-06-29,1,2018-09-14,2018-09-14,1,0,D,Brenda,Kappa,Peixoto,Concluído
2018-06-29,19,2018-08-07,2018-08-20,10,2,B,Helena,Theta,Moreira - EI,Concluído
2018-06-29,11,2018-09-21,2018-10-01,7,0,A,Agatha,Epsilon,Nascimento Rodrigues - ME,Concluído
2018-06-29,1,2018-08-03,2018-08-03,1,2,F,Maria Eduarda,Epsilon,Melo,Concluído
2018-06-29,14,2018-09-26,2018-10-10,11,2,E,Ana Clara,Zeta,Jesus,Concluído
2018-06-29,4,2018-09-04,2018-09-07,4,0,F,Agatha,Kappa,Araújo,Concluído
2018-06-29,16,2018-09-21,2018-10-05,11,1,D,Emanuelly,Kappa,Nascimento Viana - ME,Concluído
2018-06-29,20,2018-07-04,2018-07-27,18,1,E,Agatha,Epsilon,da Paz Moreira - EI,Concluído
2018-06-29,6,2018-08-29,2018-09-03,4,1,E,Brenda,Theta,Gonçalves da Cunha S/A,Concluído
2018-06-29,11,2018-07-12,2018-07-27,12,0,A,Ana Clara,Kappa,Mendes,Concluído
2018-06-29,11,2018-07-26,2018-08-03,7,3,A,Emanuelly,Epsilon,Campos S.A.,Concluído
2018-06-29,19,2018-08-13,2018-08-29,13,1,D,Carolina,Epsilon,Duarte Melo Ltda.,Concluído
2018-06-29,10,2018-06-29,2018-07-09,7,0,G,Agatha,Epsilon,Nascimento Viana - ME,Concluído
2018-07-02,2,2018-08-29,2018-08-31,3,2,B,Lara,Theta,Moraes S/A,Concluído
2018-07-02,3,2018-08-24,2018-08-24,1,2,E,Ana Clara,Kappa,Carvalho,Concluído
2018-07-02,16,2018-07-27,2018-08-17,16,0,D,Ana Clara,Kappa,Cunha S/A,Concluído
2018-07-03,3,2018-08-21,2018-08-22,2,1,C,Lara,Kappa,Duarte Ltda.,Concluído
2018-07-03,19,2018-09-07,2018-09-24,12,0,F,Helena,Kappa,Jesus,Concluído
2018-07-03,5,2018-08-27,2018-08-31,5,0,F,Emanuelly,Kappa,Melo,Concluído
2018-07-03,11,2018-07-13,2018-07-20,6,0,G,Maria Eduarda,Kappa,Aragão - EI,Concluído
2018-07-04,6,2018-07-27,2018-08-01,4,2,C,Agatha,Epsilon,Sales,Concluído
2018-07-04,15,2018-09-21,2018-10-05,11,0,A,Lara,Kappa,Santos Nunes S/A,Concluído
2018-07-04,20,2018-08-30,2018-09-21,17,2,A,Brenda,Theta,da Cunha,Concluído
2018-07-04,4,2018-08-07,2018-08-09,3,0,B,Lara,Theta,Nogueira,Concluído
2018-07-04,14,2018-09-27,2018-10-12,12,2,F,Carolina,Kappa,Sales,Concluído
2018-07-05,20,2018-08-24,2018-09-13,15,1,A,Helena,Epsilon,Correia,Concluído
2018-07-05,20,2018-09-21,2018-10-16,18,3,E,Maria Eduarda,Kappa,Barbosa e Filhos,Concluído
2018-07-05,15,2018-08-21,2018-09-05,12,0,C,Helena,Theta,Ferreira,Concluído
2018-07-05,12,2018-08-01,2018-08-10,8,1,E,Helena,Kappa,Rocha,Concluído
2018-07-05,12,2018-07-12,2018-07-20,7,3,D,Brenda,Kappa,Castro - ME,Concluído
2018-07-06,15,2018-09-14,2018-09-21,6,0,B,Brenda,Kappa,Rocha Porto e Filhos,Concluído
2018-07-06,5,2018-07-31,2018-08-03,4,1,E,Mirella,Theta,Silva Vieira Ltda.,Concluído
2018-07-06,14,2018-09-10,2018-09-28,15,1,G,Brenda,Kappa,da Cunha,Concluído
2018-07-06,11,2018-07-09,2018-07-18,8,1,D,Maria Eduarda,Kappa,Souza Ribeiro Ltda.,Concluído
2018-07-06,8,2018-07-27,2018-08-07,8,0,C,Lara,Kappa,Silva Vieira Ltda.,Concluído
2018-07-06,9,2018-08-31,2018-09-07,6,0,F,Carolina,Epsilon,Barbosa - EI,Concluído
2018-07-06,7,2018-09-06,2018-09-13,6,0,B,Agatha,Kappa,Teixeira S/A,Concluído
2018-07-06,8,2018-09-24,2018-09-28,5,0,F,Valentina,Kappa,Nogueira Lopes S/A,Concluído
2018-07-06,2,2018-08-09,2018-08-10,2,0,A,Valentina,Theta,Pereira,Concluído
2018-07-06,16,2018-08-21,2018-08-30,8,3,D,Emanuelly,Epsilon,Sales,Concluído
2018-07-06,19,2018-07-30,2018-08-17,15,1,A,Agatha,Kappa,Moreira - EI,Concluído
2018-07-06,14,2018-09-05,2018-09-25,15,2,F,Valentina,Kappa,Ribeiro,Concluído
2018-07-06,20,2018-09-07,2018-10-05,21,0,F,Carolina,Theta,Vieira,Concluído
2018-07-06,19,2018-10-04,2018-10-29,18,0,D,Maria Eduarda,Kappa,Aragão - EI,Concluído
2018-07-09,2,2018-09-04,2018-09-06,3,0,F,Brenda,Kappa,Santos S.A.,Concluído
2018-07-09,8,2018-10-02,2018-10-09,6,1,F,Agatha,Kappa,Oliveira,Concluído
2018-07-09,11,2018-09-20,2018-10-05,12,0,D,Emanuelly,Theta,Duarte Melo Ltda.,Concluído
2018-07-09,17,2018-07-30,2018-08-23,19,0,G,Mirella,Epsilon,Alves,Concluído
2018-07-09,3,2018-08-31,2018-08-31,1,3,F,Helena,Epsilon,Pereira Aragão - ME,Concluído
2018-07-09,6,2018-08-06,2018-08-10,5,2,F,Ana Clara,Kappa,Vieira,Concluído
2018-07-09,4,2018-08-22,2018-08-24,3,2,C,Agatha,Theta,das Neves da Rocha e Filhos,Concluído
2018-07-09,17,2018-09-27,2018-10-15,13,0,A,Agatha,Kappa,Gonçalves Pinto - ME,Concluído
2018-07-10,5,2018-07-20,2018-07-20,1,0,A,Lara,Kappa,Silva e Filhos,Concluído
2018-07-10,7,2018-08-27,2018-09-03,6,0,G,Valentina,Kappa,Peixoto Martins S/A,Concluído
2018-07-10,19,2018-09-19,2018-10-02,10,0,A,Brenda,Kappa,Castro S/A,Concluído
2018-07-10,5,2018-08-14,2018-08-17,4,0,D,Ana Clara,Kappa,Moreira - EI,Concluído
2018-07-10,3,2018-09-03,2018-09-06,4,1,D,Valentina,Epsilon,Aragão Fogaça S/A,Concluído
2018-07-11,13,2018-08-10,2018-08-30,15,0,F,Helena,Epsilon,Ribeiro,Concluído
2018-07-11,8,2018-08-10,2018-08-21,8,0,F,Brenda,Epsilon,Carvalho,Concluído
2018-07-11,15,2018-07-23,2018-08-07,12,1,E,Agatha,Epsilon,Peixoto,Concluído
2018-07-11,9,2018-10-05,2018-10-11,5,1,C,Agatha,Kappa,Aragão - EI,Concluído
2018-07-11,5,2018-07-20,2018-07-24,3,0,G,Maria Eduarda,Kappa,Araújo,Concluído
2018-07-11,16,2018-07-20,2018-08-03,11,0,B,Brenda,Kappa,Santos,Concluído
2018-07-12,20,2018-08-17,2018-09-14,21,0,A,Ana Clara,Zeta,Azevedo,Concluído
2018-07-12,12,2018-08-03,2018-08-10,6,1,E,Emanuelly,Kappa,Mendes Pereira S.A.,Concluído
2018-07-12,3,2018-09-04,2018-09-06,3,2,C,Helena,Epsilon,Fogaça Cardoso e Filhos,Concluído
2018-07-12,5,2018-08-03,2018-08-07,3,0,A,Maria Eduarda,Theta,Melo,Concluído
2018-07-12,13,2018-08-06,2018-08-14,7,0,E,Carolina,Epsilon,Cavalcanti e Filhos,Concluído
2018-07-12,15,2018-08-01,2018-08-22,16,0,G,Maria Eduarda,Epsilon,da Rocha,Concluído
2018-07-13,7,2018-08-07,2018-08-10,4,0,F,Valentina,Kappa,da Conceição,Concluído
2018-07-13,1,2018-09-26,2018-09-26,1,0,A,Carolina,Kappa,Caldeira,Concluído
2018-07-13,17,2018-08-06,2018-08-27,16,0,D,Mirella,Zeta,Martins,Concluído
2018-07-13,20,2018-09-27,2018-10-19,17,0,D,Maria Eduarda,Zeta,Barros,Concluído
2018-07-13,18,2018-10-03,2018-10-16,10,1,D,Carolina,Epsilon,Melo,Concluído
2018-07-13,8,2018-09-28,2018-10-05,6,0,A,Valentina,Epsilon,Alves,Concluído
2018-07-13,5,2018-08-31,2018-09-04,3,0,A,Agatha,Kappa,Pereira Oliveira S.A.,Concluído
2018-07-13,10,2018-07-17,2018-07-30,10,1,A,Agatha,Epsilon,Barbosa Moura - EI,Concluído
2018-07-13,11,2018-08-28,2018-09-07,9,3,D,Agatha,Chi,Pereira Aragão - ME,Concluído
2018-07-13,2,2018-07-13,2018-07-13,1,0,C,Maria Eduarda,Epsilon,Silva e Filhos,Concluído
2018-07-16,17,2018-08-10,2018-08-22,9,0,C,Brenda,Theta,Ribeiro,Concluído
2018-07-16,3,2018-08-10,2018-08-10,1,1,C,Carolina,Chi,Almeida da Conceição - EI,Concluído
2018-07-16,17,2018-09-24,2018-10-09,12,0,G,Emanuelly,Theta,Silveira,Concluído
2018-07-17,4,2018-10-05,2018-10-08,2,3,E,Mirella,Kappa,Rezende,Concluído
2018-07-17,11,2018-07-30,2018-08-09,9,1,F,Carolina,Kappa,Santos Rodrigues S.A.,Concluído
2018-07-17,18,2018-09-25,2018-10-12,14,0,E,Carolina,Kappa,Rocha Porto - ME,Concluído
2018-07-17,13,2018-09-28,2018-10-05,6,0,D,Brenda,Theta,Ferreira,Concluído
2018-07-17,12,2018-08-06,2018-08-15,8,0,D,Agatha,Epsilon,Moura,Concluído
2018-07-17,8,2018-08-22,2018-08-27,4,0,B,Carolina,Kappa,Alves Duarte Ltda.,Concluído
2018-07-17,16,2018-10-05,2018-10-26,16,2,C,Helena,Zeta,Vieira,Concluído
2018-07-18,5,2018-10-08,2018-10-11,4,0,G,Emanuelly,Kappa,Cavalcanti,Concluído
2018-07-18,13,2018-09-26,2018-10-08,9,1,G,Brenda,Chi,Peixoto,Concluído
2018-07-18,8,2018-08-09,2018-08-17,7,0,E,Mirella,Kappa,Nogueira Lopes S/A,Concluído
2018-07-18,5,2018-10-10,2018-10-15,4,1,A,Lara,Zeta,Almeida da Conceição - EI,Concluído
2018-07-18,6,2018-09-04,2018-09-07,4,0,C,Maria Eduarda,Epsilon,Caldeira,Concluído
2018-07-18,13,2018-08-17,2018-08-31,11,0,G,Brenda,Kappa,Lima - ME,Concluído
2018-07-19,11,2018-08-10,2018-08-24,11,1,F,Ana Clara,Theta,Oliveira,Concluído
2018-07-19,6,2018-08-24,2018-08-31,6,0,G,Maria Eduarda,Epsilon,Castro e Filhos,Concluído
2018-07-19,13,2018-10-15,2018-10-23,7,1,F,Carolina,Kappa,Rezende,Concluído
2018-07-19,8,2018-10-16,2018-10-26,9,1,E,Emanuelly,Epsilon,Carvalho,Concluído
2018-07-19,9,2018-09-26,2018-10-05,8,2,F,Emanuelly,Kappa,Peixoto,Concluído
2018-07-20,7,2018-08-31,2018-09-07,6,0,C,Agatha,Theta,Gomes,Concluído
2018-07-20,16,2018-08-03,2018-08-17,11,3,C,Brenda,Epsilon,Mendes,Concluído
2018-07-20,16,2018-10-05,2018-10-16,8,0,E,Ana Clara,Epsilon,Jesus Costa e Filhos,Concluído
2018-07-20,17,2018-07-27,2018-08-22,19,0,A,Maria Eduarda,Kappa,Fernandes,Concluído
2018-07-20,3,2018-09-04,2018-09-06,3,0,C,Maria Eduarda,Epsilon,Farias,Concluído
2018-07-20,6,2018-08-24,2018-08-29,4,0,C,Ana Clara,Epsilon,Souza Ribeiro Ltda.,Concluído
2018-07-20,13,2018-09-07,2018-09-21,11,0,G,Lara,Kappa,Barbosa Moura - EI,Concluído
2018-07-20,18,2018-08-10,2018-09-07,21,0,E,Carolina,Kappa,da Cruz,Concluído
2018-07-20,4,2018-09-07,2018-09-11,3,0,F,Carolina,Zeta,Mendes Pereira S.A.,Concluído
2018-07-20,12,2018-09-12,2018-09-24,9,3,C,Mirella,Kappa,Almeida Carvalho S.A.,Concluído
2018-07-20,2,2018-07-23,2018-07-24,2,0,D,Valentina,Epsilon,das Neves - ME,Concluído
2018-07-20,3,2018-07-20,2018-07-23,2,0,B,Agatha,Kappa,Monteiro,Concluído
2018-07-20,13,2018-10-18,2018-11-05,13,0,D,Carolina,Zeta,da Paz Moreira - EI,Concluído
2018-07-23,9,2018-09-14,2018-09-20,5,0,B,Valentina,Theta,Ferreira,Concluído
2018-07-24,20,2018-08-17,2018-09-12,19,2,B,Helena,Kappa,da Rosa,Concluído
2018-07-24,6,2018-08-17,2018-08-27,7,0,C,Ana Clara,Epsilon,Rocha Porto - ME,Concluído
2018-07-24,8,2018-08-24,2018-08-31,6,0,A,Maria Eduarda,Kappa,Nascimento Viana - ME,Concluído
2018-07-25,20,2018-08-29,2018-09-10,9,2,B,Lara,Kappa,Moura,Concluído
2018-07-25,10,2018-08-10,2018-08-17,6,0,F,Emanuelly,Theta,Santos Gomes - ME,Concluído
2018-07-25,13,2018-09-13,2018-09-21,7,0,C,Carolina,Zeta,Ribeiro,Concluído
2018-07-26,9,2018-09-20,2018-09-28,7,1,C,Mirella,Theta,Correia,Concluído
2018-07-26,18,2018-08-02,2018-08-17,12,2,B,Agatha,Kappa,Ferreira,Concluído
2018-07-26,20,2018-08-24,2018-09-03,7,0,C,Agatha,Epsilon,Lima - ME,Concluído
2018-07-26,19,2018-07-26,2018-08-03,7,3,F,Lara,Epsilon,Carvalho,Concluído
2018-07-26,13,2018-09-26,2018-10-12,13,0,B,Mirella,Epsilon,Barbosa e Filhos,Concluído
2018-07-27,9,2018-08-17,2018-08-24,6,1,F,Emanuelly,Kappa,Cardoso,Concluído
2018-07-27,9,2018-08-31,2018-09-06,5,0,F,Lara,Kappa,Cunha S/A,Concluído
2018-07-27,6,2018-08-14,2018-08-17,4,0,G,Lara,Kappa,Alves,Concluído
2018-07-27,6,2018-09-14,2018-09-20,5,0,B,Brenda,Zeta,Gonçalves Pinto - ME,Concluído
2018-07-27,20,2018-10-23,2018-11-14,17,0,F,Helena,Epsilon,Vieira,Concluído
2018-07-27,17,2018-10-24,2018-11-09,13,1,B,Valentina,Epsilon,Teixeira S/A,Concluído
2018-07-27,8,2018-10-05,2018-10-15,7,1,C,Maria Eduarda,Kappa,Martins,Concluído
2018-07-30,5,2018-08-10,2018-08-16,5,1,C,Emanuelly,Kappa,Aragão,Concluído
2018-07-30,5,2018-09-28,2018-10-04,5,1,A,Maria Eduarda,Kappa,Oliveira,Concluído
2018-07-30,10,2018-10-05,2018-10-10,4,1,A,Agatha,Epsilon,Ribeiro,Concluído
2018-07-31,5,2018-08-03,2018-08-07,3,0,F,Agatha,Epsilon,Pinto,Concluído
2018-07-31,10,2018-09-14,2018-09-26,9,2,E,Helena,Chi,Aragão,Concluído
2018-07-31,10,2018-10-26,2018-11-02,6,0,E,Valentina,Theta,Santos Rodrigues S.A.,Concluído
2018-07-31,14,2018-10-23,2018-11-09,14,0,F,Helena,Kappa,Jesus,Concluído
2018-07-31,10,2018-09-05,2018-09-18,10,1,G,Ana Clara,Epsilon,Silveira S.A.,Concluído
2018-08-01,4,2018-10-24,2018-10-29,4,0,E,Lara,Chi,Dias da Luz S.A.,Concluído
2018-08-02,5,2018-08-24,2018-08-31,6,2,E,Ana Clara,Epsilon,Peixoto,Concluído
2018-08-02,14,2018-09-21,2018-10-04,10,1,B,Valentina,Kappa,Correia,Concluído
2018-08-02,19,2018-08-17,2018-09-13,20,2,C,Mirella,Epsilon,Santos S.A.,Concluído
2018-08-02,1,2018-08-28,2018-08-28,1,2,E,Ana Clara,Kappa,Castro S/A,Concluído
2018-08-02,15,2018-10-12,2018-10-26,11,2,A,Carolina,Theta,Moura,Concluído
2018-08-03,6,2018-10-19,2018-10-26,6,0,E,Carolina,Kappa,Silva Vieira Ltda.,Concluído
2018-08-03,13,2018-08-08,2018-08-17,8,0,G,Maria Eduarda,Theta,Silveira,Concluído
2018-08-03,18,2018-09-03,2018-09-14,10,0,E,Agatha,Kappa,da Costa,Concluído
2018-08-03,17,2018-09-14,2018-10-04,15,1,F,Valentina,Kappa,Nunes,Concluído
2018-08-03,4,2018-08-28,2018-08-31,4,0,C,Lara,Kappa,Castro S/A,Concluído
2018-08-03,14,2018-10-02,2018-10-19,14,1,G,Emanuelly,Kappa,Pinto,Concluído
2018-08-03,19,2018-10-29,2018-11-13,12,1,G,Emanuelly,Kappa,Silveira Nunes - EI,Concluído
2018-08-03,8,2018-11-02,2018-11-09,6,0,B,Agatha,Epsilon,Nogueira,Concluído
2018-08-03,8,2018-10-18,2018-10-25,6,1,D,Agatha,Theta,Vieira,Concluído
2018-08-03,11,2018-08-31,2018-09-14,11,1,D,Emanuelly,Epsilon,da Luz,Concluído
2018-08-03,16,2018-09-28,2018-10-11,10,0,G,Agatha,Kappa,Silveira,Concluído
2018-08-03,4,2018-08-08,2018-08-10,3,1,E,Emanuelly,Epsilon,Cunha S/A,Concluído
2018-08-03,15,2018-10-23,2018-11-02,9,2,D,Brenda,Epsilon,Barbosa e Filhos,Concluído
2018-08-03,9,2018-10-24,2018-10-26,3,0,C,Helena,Epsilon,Peixoto,Concluído
2018-08-03,5,2018-10-31,2018-11-02,3,1,F,Carolina,Kappa,Aragão,Concluído
